0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
-26.21,-26.306,-26.395,-26.284,-26.337,-26.362,-26.344,-26.208+0.0023195i,-26.298,-26.293,-26.305,-26.312+0.0051581i,-26.236,-26.275,-26.38,-26.306,-26.304,-26.358,-26.36
