0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
-20.203,-20.261,-20.3,-20.215,-20.277,-20.262,-20.226,-20.238,-20.238,-20.309,-20.298,-20.306,-20.233,-20.301,-20.254,-20.309,-20.294,-20.254,-20.322
