0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
-22.508,-22.884,-23.198,-23.417,-23.643,-23.821,-23.99,-24.134,-24.269,-24.394,-24.484,-24.608,-24.687,-24.782,-24.864,-24.928,-24.988,-25.08,-25.14
22.508,22.884,23.198,23.417,23.643,23.821,23.99,24.134,24.269,24.394,24.484,24.608,24.687,24.782,24.864,24.928,24.988,25.08,25.14
