1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10
13.923,13.684,13.722,13.306,13.364,12.974,12.585,11.931,11.997,11.648,11.591,10.607,10.676,10.172,10.072,10.48,9.2283,9.3648,8.2973,9.3613,8.0133,6.6635,6.8482,5.5292,6.3517,6.154,5.5946,6.0102,8.0543,5.5397,6.162,5.6896,4.6652,5.8015,5.0762,4.1487,4.8033
10.034,9.8912,9.6748,9.3032,9.4853,9.042,8.8371,8.1848,8.1267,7.9065,7.9856,7.1917,7.0473,6.7447,7.2048,6.9969,6.1558,6.3979,5.3117,6.4879,5.1703,3.876,4.4643,2.8847,3.9772,3.7358,3.0454,3.9121,4.8227,2.7582,3.2135,2.96,2.1467,3.167,2.6353,2.2077,2.2633
