0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
0.0736,0.0928,0.1084,0.1228,0.1252,0.1312,0.1372,0.1364,0.1348,0.1644,0.132,0.1436,0.1448,0.1576,0.1704,0.1708,0.1572,0.1728,0.1876
0.0632,0.072,0.084,0.1104,0.1108,0.1012,0.1128,0.1168,0.1252,0.1212,0.1336,0.1292,0.1392,0.1312,0.1432,0.134,0.1388,0.1624,0.1612
0.0552,0.064,0.0716,0.0872,0.0924,0.1004,0.0956,0.0964,0.1096,0.0928,0.1212,0.1148,0.1136,0.1096,0.1008,0.1148,0.1208,0.1236,0.126
0.0284,0.0316,0.0408,0.0484,0.078,0.088,0.0872,0.0804,0.0776,0.0996,0.0884,0.0848,0.1104,0.1088,0.0944,0.0944,0.1184,0.1108,0.1016
